baseUrl,path,restParameters,type,httpResponse,expectedOut,expected
ciportal,api/deployment/testcases/,format=json,GET,OK,testcase_description,TRUE
ciportal,api/deployment/testgroups/,format=json,GET,OK,testGroup,TRUE
ciportal,api/deployment/testgroup/mapping,format=json,GET,OK,cluster,TRUE
ciportal,/api/product/ENM/drop/15.12/isos/,format=json,GET,OK,latest,TRUE
ciportal,/api/product/ENM/drop/15.12/isos/,format=json,GET,OK,true,TRUE
ciportal,/api/product/ENM/drop/15.12/isos/,format=json,GET,OK,15.12,TRUE
ciportal,/api/product/ENM/drop/15.12/isos/,format=json,GET,OK,15.11,FALSE
ciportal,/api/product/CI/drop/15.12/isos/,format=json,GET,OK,[],TRUE
ciportal,/api/product/ENM1/drop/15.12/isos/,format=json,GET,NOT_FOUND,Product ENM1 does not exist.,TRUE
ciportal,/api/product/ENM/drop/15.001/isos/,format=json,GET,NOT_FOUND,Drop 15.001 does not exist for product ENM.,TRUE
ciportal,/api/cifwk/config/section/CIFWK/option/groupId/,format=json,GET,OK,com.ericsson.cifwk,TRUE
ciportal,/api/cifwk/config/section/CIFWK/option/groupId/,format=json,GET,OK,test,FALSE
ciportal,/api/cifwk/config/section/TESTCASE/option/groupId/,format=json,GET,NOT_FOUND,No section: TESTCASE,TRUE
ciportal,/api/cifwk/config/section/CIFWK/option/test/,format=json,GET,NOT_FOUND,No option test in section: CIFWK,TRUE
ciportal,/api/product/ENM/drop/15.11/deliveryqueue/queued/,format=json,GET,OK,com.ericsson.oss.presentation.client.fm.alarmcontroldisplaygui,TRUE
ciportal,/api/product/TESTCASE/drop/15.11/deliveryqueue/queued/,format=json,GET,NOT_FOUND,Product TESTCASE does not exist.,TRUE
ciportal,/api/product/ENM/drop/1111/deliveryqueue/queued/,format=json,GET,NOT_FOUND,Drop 1111 does not exist for product ENM.,TRUE
ciportal,/api/product/ENM/drop/15.12/deliveryqueue/queued/,format=json,GET,OK,com.ericsson.oss.presentation.client.fm.alarmcontroldisplaygui,FALSE
ciportal,/api/product/ENM/drop/15.11/deliveryqueue/queued/,"groupId=com.ericsson.oss.servicegroupcontainers,format=json",GET,OK,com.ericsson.oss.servicegroupcontainers,TRUE
ciportal,/api/product/ENM/drop/15.11/deliveryqueue/queued/,"groupId=com.ericsson.oss.servicegroupcontainers,format=json",GET,OK,com.ericsson.nms.litp,FALSE
ciportal,/api/product/ENM/drop/15.11/deliveryqueue/queued/,"artifact=ERICmultinodehealthmonitorapp_CXP9031838,format=json",GET,OK,ERICmultinodehealthmonitorapp_CXP9031838,TRUE
ciportal,/api/product/ENM/drop/15.11/deliveryqueue/queued/,"artifact=ERICmultinodehealthmonitorapp_CXP9031838,format=json",GET,OK,ERIClitpsanapi_CXP9030787,FALSE
ciportal,/api/product/ENM/drop/15.11/deliveryqueue/queued/,"deliveryGroup=348,format=json",GET,OK,348,TRUE
ciportal,/api/product/ENM/drop/15.11/deliveryqueue/queued/,"deliveryGroup=348,format=json",GET,OK,348a,FALSE
ciportal,/api/product/ENM/drop/15.11/deliveryqueue/queued/,"version=1.6.1,format=json",GET,OK,1.6.1,TRUE
ciportal,/api/product/ENM/drop/15.11/deliveryqueue/queued/,"version=1.6.1,format=json",GET,OK,1.6.2,FALSE
ciportal,/api/product/ENM/drop/15.11/deliveryqueue/queued/,"artifact=ERICmultinodehealthmonitorapp_CXP9031838,deliveryGroup=348,groupId=com.ericsson.oss.presentation.client.nhm,version=1.6.1,format=json",GET,OK,ERICmultinodehealthmonitorapp_CXP9031838,TRUE
ciportal,/api/product/ENM/drop/15.11/deliveryqueue/queued/,"artifact=ERICmultinodehealthmonitorapp_CXP9031838,deliveryGroup=348,format=json,groupId=com.ericsson.oss.presentation.client.nhm,version=1.6.1",GET,OK,com.ericsson.oss.services.shm.model.job,FALSE
ciportal,/getlatestiso/,"product=LITP,drop=15.7,passedOnly=true,format=json",GET,OK,2.20.46,TRUE
ciportal,/getlatestiso/,"product=LITP,drop=15.7,passedOnly=true,format=html",GET,OK,2.20.46,TRUE
ciportal,/getlatestiso/,"product=LITP,drop=15.7,passedOnly=true,format=broken",GET,OK,2.20.46,TRUE
ciportal,/getlatestiso/,"product=LITP,drop=15.7,passedOnly=true",GET,OK,2.20.46,TRUE
ciportal,/getlatestiso/,"product=LITP,drop=15.7,passedOnly=false,format=json",GET,OK,2.20.47,TRUE
ciportal,/getlatestiso/,"product=LITP,drop=15.7,passedOnly=false,format=html",GET,OK,2.20.47,TRUE
ciportal,/getlatestiso/,"product=LITP,drop=15.7,passedOnly=false,format=broken",GET,OK,2.20.47,TRUE
ciportal,/getlatestiso/,"product=LITP,drop=15.7,passedOnly=false",GET,OK,2.20.47,TRUE
ciportal,/getlatestiso/,"product=LITP,drop=15.7,format=json",GET,OK,2.20.46,TRUE
ciportal,/getlatestiso/,"product=LITP,drop=15.7,format=html",GET,OK,2.20.46,TRUE
ciportal,/getlatestiso/,"product=LITP,drop=15.7,format=broken",GET,OK,2.20.46,TRUE
ciportal,/getlatestiso/,"product=LITP,drop=15.7",GET,OK,2.20.46,TRUE
ciportal,/getlatestiso/,"product=LITP,drop=15.7,passedOnly=broken,format=json",GET,OK,2.20.47,TRUE
ciportal,/getlatestiso/,"product=LITP,drop=15.7,passedOnly=broken,format=html",GET,OK,2.20.47,TRUE
ciportal,/getlatestiso/,"product=LITP,drop=15.7,passedOnly=broken,format=broken",GET,OK,2.20.47,TRUE
ciportal,/getlatestiso/,"product=LITP,drop=15.7,passedOnly=broken",GET,OK,2.20.47,TRUE
ciportal,/getlatestiso/,"product=ENM,drop=15.1,format=html",GET,OK,3.22.2,TRUE
ciportal,/getlatestiso/,"product=ENM,drop=15.2,format=html",GET,OK,3.23.2,TRUE
ciportal,/getlatestiso/,"product=CI,drop=3.0.5,passedOnly=true",GET,OK,None,TRUE
ciportal,/getlatestiso/,"product=CI,drop=3.0.5,passedOnly=false",GET,OK,None,TRUE
ciportal,/getlatestiso/,"product=CI,drop=3.0.5,format=json",GET,OK,None,TRUE
ciportal,/getlatestiso/,"product=CI,drop=3.0.5,format=html",GET,OK,None,TRUE
ciportal,/getlatestiso/,"product=TOR,drop=3.0.G,passedOnly=true",GET,OK,None,TRUE
ciportal,/getlatestiso/,"product=LITPX,drop=15.7,passedOnly=true",GET,OK,None,TRUE
ciportal,/getlatestiso/,"product=LITP,drop=1.2.3,passedOnly=true",GET,OK,None,TRUE
ciportal,/api/tools/packageversionvalidation/TOR/15.5/ERICalarmpersistencemodel_CXP9030634/1.1.19/None,format=json,GET,OK,WARNING:,TRUE
ciportal,/api/tools/packageversionvalidation/TOR/15.5/ERICalarmpersistencemodel_CXP9030634/1.1.18/None,format=json,GET,OK,WARNING:,TRUE
ciportal,/api/tools/packageversionvalidation/TOR/15.5/ERICalarmpersistencemodel_CXP9030634/1.1.17/None,format=json,GET,OK,WARNING:,TRUE
ciportal,/api/tools/packageversionvalidation/TOR/15.5/EXTRalex_CXP9017633/2.1.1/None,format=json,GET,OK,WARNING:,TRUE
ciportal,/api/tools/packageversionvalidation/None/15.5/ERICcmhistorywriter_CXP9032971/2.1.1/None,format=json,GET,NOT_FOUND,Error:,TRUE
ciportal,/api/tools/packageversionvalidation/TOR/15.0/ERICcmhistorywriter_CXP9032971/2.1.1/None,format=json,GET,NOT_FOUND,Error:,TRUE
ciportal,/api/tools/packageversionvalidation/TOR/15.5/ERICcmhistorywriter_CXP/2.1.1/None,format=json,GET,NOT_FOUND,Error:,TRUE
ciportal,/api/product/ENM/drop/15.12/iso/versions/,format=json,GET,OK,"{""version"":""1.10.65""},{""version"":""1.10.64""},{""version"":""1.10.63""},{""version"":""1.10.62""},{""version"":""1.10.61""},{""version"":""1.10.60""},{""version"":""1.10.59""},{""version"":""1.10.58""},{""version"":""1.10.57""},{""version"":""1.10.56""},{""version"":""1.10.55""},{""version"":""1.10.54""},{""version"":""1.10.53""},{""version"":""1.10.52""},{""version"":""1.10.51""},{""version"":""1.10.50""},{""version"":""1.10.49""},{""version"":""1.10.48""},{""version"":""1.10.47""},{""version"":""1.10.46""},{""version"":""1.10.45""},{""version"":""1.10.44""},{""version"":""1.10.43""},{""version"":""1.10.42""},{""version"":""1.10.41""},{""version"":""1.10.40""},{""version"":""1.10.39""},{""version"":""1.10.38""},{""version"":""1.10.37""},{""version"":""1.10.36""},{""version"":""1.10.35""},{""version"":""1.10.34""},{""version"":""1.10.33""},{""version"":""1.10.32""},{""version"":""1.10.31""},{""version"":""1.10.30""},{""version"":""1.10.29""},{""version"":""1.10.28""},{""version"":""1.10.27""},{""version"":""1.10.26""},{""version"":""1.10.25""},{""version"":""1.10.24""},{""version"":""1.10.23""},{""version"":""1.10.22""},{""version"":""1.10.21""},{""version"":""1.10.20""},{""version"":""1.10.19""},{""version"":""1.10.18""},{""version"":""1.10.17""},{""version"":""1.10.16""},{""version"":""1.10.15""},{""version"":""1.10.14""},{""version"":""1.10.13""},{""version"":""1.10.12""},{""version"":""1.10.11""},{""version"":""1.10.10""},{""version"":""1.10.9""},{""version"":""1.10.8""},{""version"":""1.10.3""},{""version"":""1.10.2""},{""version"":""1.10.1""}",TRUE
ciportal,/api/product/ENM/drop/15.12/isokjk/versions/,format=json,GET,NOT_FOUND,isokjk is not a valid choice. Enter either iso or bom,TRUE
ciportal,/api/product/CI/drop/15.12/iso/versions/,format=json,GET,OK,[],TRUE
ciportal,/api/product/ENM1/drop/15.12/iso/versions/,format=json,GET,NOT_FOUND,Product ENM1 does not exist.,TRUE
ciportal,/api/product/ENM/drop/15.001/iso/versions/,format=json,GET,NOT_FOUND,Drop 15.001 does not exist for product ENM.,TRUE
ciportal,/api/product/ENM/drop/15.12/bom/versions/,format=json,GET,OK,"{""version"":""1.10.65""},{""version"":""1.10.62""},{""version"":""1.10.58""},{""version"":""1.10.57""},{""version"":""1.10.55""},{""version"":""1.10.53""},{""version"":""1.10.49""},{""version"":""1.10.45""},{""version"":""1.10.44""},{""version"":""1.10.41""},{""version"":""1.10.40""},{""version"":""1.10.38""},{""version"":""1.10.36""},{""version"":""1.10.32""},{""version"":""1.10.31""},{""version"":""1.10.27""},{""version"":""1.10.26""},{""version"":""1.10.25""},{""version"":""1.10.17""},{""version"":""1.10.15""},{""version"":""1.10.14""},{""version"":""1.10.13""},{""version"":""1.10.11""},{""version"":""1.10.9""},{""version"":""1.10.3""},{""version"":""1.10.1""}",TRUE
ciportal,/api/product/ENM/drop/15.12/bomkjk/versions/,format=json,GET,NOT_FOUND,bomkjk is not a valid choice. Enter either iso or bom,TRUE
ciportal,/api/product/CI/drop/15.12/bom/versions/,format=json,GET,OK,[],TRUE
ciportal,/api/product/ENM1/drop/15.12/bom/versions/,format=json,GET,NOT_FOUND,Product ENM1 does not exist.,TRUE
ciportal,/api/product/ENM/drop/15.001/bom/versions/,format=json,GET,NOT_FOUND,Drop 15.001 does not exist for product ENM.,TRUE
ciportal,/getLatestTestware/,product=ENM,GET,OK,,TRUE
ciportal,/getLatestTestware/,product=XYZ,GET,OK,PRODUCT ERROR: XYZ is an invalid product.,TRUE
ciportal,/getLatestTestware/,,GET,OK,,TRUE
ciportal,/api/deployment/getlatestartifactversion/,"artifacts=ERICbeta_CXP9030451::latest",GET,OK,1.0.2,TRUE
ciportal,/api/deployment/getlatestartifactversion/,"artifacts=ERICalpha_CXP9030450::1.0.1::service",GET,OK,service,TRUE
ciportal,/api/deployment/getlatestartifactversion/,"artifacts=ERICalpha_CXP9030450::1.0.1",GET,OK,1.0.1,TRUE
ciportal,/api/deployment/getlatestartifactversion/,"artifacts=ERICalpha_CXP9030450::",GET,PRECONDITION_FAILED,ERROR,TRUE
ciportal,/api/deployment/getlatestartifactversion/,"artifacts=ERICalpha_CXP9030450::http://",GET,PRECONDITION_FAILED,ERROR,TRUE
